,name,steps,cuisine
12711,turmeric magic for your face,"mix these to make a paste. apply this on your face. leave it on for an hour. rinse off with cold water. if a yellowish tinge from the turmeric powder still remains on your face, take some wheat flour and add some water to it and use as a facial scrub. this also helps to smoothen the skin.",Indian
12712,sweet potato curry,"chop sweet potato, squash, and beans while you are waiting for pot to boil. throw beans and squash in boiling pot and blanch for 3-5 minutes then remove from pot. bring water back to a rolling boil. once pot is at a rolling boil add chopped sweet potatoes and cook until almost fork tender. once sweet potato is done drain pot and place sweet potatoes in a hot pan with one tbl of coconut oil. sear all edges of pieces. once pieces are crisp remove (gently) from pan. add another tbl spoon of coconut oil to pan. heat on medium.add chopped onion and saute until tender. add beans and squash to hot pan and sear vegetables until soft. in separate pan heat tablespoon of coconut oil on medium to low heat. add tablespoon of curry powder and saute for a minute. add minced garlic, cayenne, and red pepper flakes to saute. lastly turn down heat, temper milk and then add remainder to pan. stir and bring to simmer. once curry sauce is thick and creamy pour over the mixed vegetables and toss. serve with rice.",Indian
12713,sweet potato &amp; fruit curry,"in a large sauce pan, saute the onion, ginger, green chillies and garlic in oil until onion is transparent. add 2 tablespoons of the of vegetable stock and the spices to the onions and continue to cook for 3 minutes. add the sweet potatoes, green beans and red peppers with the remaining stock to the pan. bring stock to a boil. reduce to a simmer and cook for 15 minutes or until sweetpotatoes are tender but retain their shape. add pineapple an cook until warmed. serve with brown basmati rice.",Indian
12714,eggplant curry,"wash eggplant and cut into small pieces. add oil to pan and heat to boiling point. add eggplant and fry on medium to medium high until light golden brown. drain on paper towels. meanwhile, add remaining ingredients to pan and cook. return eggplant to pan and cook for another 3 minutes.",Indian
12715,better chai from a chai tea bag,"place water and tea bag in a small saucepan over high heat. bring to a boil, then lower heat and simmer for about ten minutes, until the water is reduced by half.  if less than 1/2 cup of water remains after ten minutes, just top up with more water. remove tea bag and stir in milk and honey or sugar.  allow the chai to just return to a boil, then pour into a mug and serve. note that if you let chai sit for too long, it will form a ""skin.""  this is normal, but if you'd rather not have it, periodically stir your chai while you enjoy it.",Indian
12716,indian lentil soup,"sauté onion garlic, herbs and red pepper in oil in large saucepan until onion is tender, about 5 minutes; stirring frequently. add stock, water and lentils; heat to boiling. reduce heat and simmer, covered, until lentils are tender, about 30 minutes. season to taste with salt and pepper. pour soup into bowls; garnish each with a tablespoon of yogurt.",Indian
12717,meatball and potato curry,"spread the ground beef over a plate. add the spices as indicated to form the meatballs. mix thoroughly and shape into one inch balls; set aside. in a saucepan, heat oil, fry onions till golden brown. add curry leaves, cloves, cardamoms, cinnamon. add tomatoes and stir (med-high heat). in a small bowl, combine remaining spices except the coconut, and mix with a bit of water to form a soupy mixture. add to onion-tomato mixture after the tomatoes have cooked down a bit. let spices cook for about 3 minutes. add meatballs gently into pot. cover and let cook for a few minutes before stirring again (stir gently). add water as needed and add potatoes when meatballs have firmed up a bit. add grated coconut, salt as needed. cover and let cook, stirring occasionally until potatoes are cooked.",Indian
12718,indian cauliflower with potatoes,"boil the potatoes in their jackets and allow them to cook completely.  day-old potatoes that have been refrigerated work very well for this dish.  peel the potatoes and cut them into 3/4 inch dice.  i actually used mini red potatoes, and left their skins on. break up the cauliflower into chunky florets that are about 1.5 inches across at the head and about 1.5 inches long.  soak the florets in a bowl of water for 30 minutes.  drain. put the oil in a large, perferably nonstick, frying pan and set over medium heat.  when hot, put in the cumin seeds.  let the seeds sizzle for 3-4 seconds.  now put in the cauliflower and stir it for 2 minutes.  let the cauliflower brown in spots.  cover, turn heat to low, and simmer for about 4-6 minutes or until the cauliflower is almost done but still has a hint of crispness left.  put in the diced potatoes, ground cumin, coriander, turmeric, cayenne, green chili, ground roasted cumin seeds, salt, and some black pepper.  stir gently to mix.  continue to cook uncovered on low heat for another 3 minutes or until the potatoes are heated through.",Indian
12719,indian lime chicken,"make three incisions in the top of each chicken breast. place the chicken in the marinade, evenly coat, leave for at least one hour or overnight. place under a preheated grill and cook for 15-20 minutes until beginning to char and completely cooked through. slice each breast, lay on a bed of cooked rice with diced red pepper and chopped coriander stirred through.",Indian
12720,farina with indian spices,"in a 3 quart saucepan, saute the onions and garlic in the ghee until they are a nice golden color. medium heat works best. add the raisins and curry powder and cook for a minute. then add the milk and bring it to a boil. whisk in the farina and cook it according to the package directions. (i use the ""quick-cooking"" variety, which takes 2 1/2 minutes.). remove from heat and add cilantro, pistachios, salt and sugar, as desired. (i use the cilantro, salt and sugar.).",Indian
12721,spiced basmati rice,"pick over the rice if necessary and put in a bowl.  wash in several changes of water.  drain.  pour 5 cups water over the rice and let it soak for 30 minutes.  leave to drain in a strainer for 20 minutes. put the oil in a heavy-bottomed pot and set over medium heat.  when hot, put in the onion.  stir and fry until the onion bits have browned lightly.  add the rice, green chili, garlic, garam masala and salt.  stir gently for 3-4 minutes until all the grains are coated with oil.  if the rice begins to stick to the bottom of the pot, turn the heat down slightly. now pour in the chicken stock and bring the rice to a boil.  cove with a very tight-fitting lid, turn heat to very, very low, and cook for 25 minutes.  at this point i put mine in my rice cooker instead. note: i couldn't get fresh green chilis, so i used half a fresh jalepeno pepper instead.",Indian
12722,bombay potatoes - great balls of fire!,"first boil the potatoes. remove the skin, set them aside, and let them cool off for 30 minute finely chop the onions. place the 2 tablespoons of oil in a medium sized pan. after the oil is hot, place the onions in the pan. after 5 min, add the potatoes, salt and red chili. keep the flame on low. mix rather strongly for about 5-7 min so that the potatoes and chili taste properly. place your potatoes on your serving dish and sprinkle finely chopped coriander for decoration.",Indian
12723,badam/pista kulfi ice cream,"mix all the above ingredients together in a bowl. make sure eveything blends completely together well. then fill this mixture either in an ice-cream tray or in kulfi cones. refrigerate overnight in the frozen section of your refrigerator. at the time of serving the kulfi, put the cones under the flowing hot water tap for only 1-2 seconds, and with a slight jerk, remove it in the individual serving plates.",Indian
12724,healthy butter chicken (murgh makhani),"spray a 12"" nonstick skillet with cooking spray and sear the chicken cubes. once done, take the chicken out of the pan and put aside. sauté onion in one teaspoon of canola oil on low heat. add turmeric powder and sauté for another 1 minute, stirring constantly. add tomato paste and sauté another minute. add butter, lemon juice, ginger, garlic, garam masala, cayenne pepper, salt, pepper, cumin and sauté for another 5 minutes, stirring occasionally. add chicken back to the pan and cook for another 3 minutes. stir in milk, yogurt, tomato puree, and water. simmer for 30-45 minutes, or until sauce has thickened.",Indian
12725,corn snack,drain the water from the can. empty the corn into a microwave-proof bowl. heat it for 1 1/2 minutes. remove from the microwave. add lemon pepper or lemon juice and mayonnaise. mix well. serve.,Indian
12726,apple and pineapple salad,"boil 3 cups of water. slightly puch the ginger and garlic cloves with the flat side of the knife so that they appear squashed. add the chicken, garlic and ginger cloves, salt and pepper. let this boil for 20-25 minutes. after the chicken is properly boiled, strain out the water (throw away the galic and ginger cloves). keep chicken aside and let it cool. cut the apple into bite size and dry out the pineapple bits. get back to the chicken: cut the breast into small, bite sized pieces. in a mixing bowl, add the apples,chicken and pineapple. add the mayonnaise and cream an mix well. if it turns out a little stiff add just 1 tbsp of the pineapple water from the tin. decorate with pineapple or apple chunks and serve for a light and healthy lunch!",Indian
12727,chicken tikka masala,"mix all marinade ingredients. immerse chicken in marinade and leave in fridge for 24 hours. heat oil in skillet until very hot. stir fry chicken for about 5 minutes. remove and keep warm. fry onion and garlic until just browning. return chicken with any remaining marinade, plus broth. simmer until chicken is cooked and sauce is thickened.",Indian
12728,curried seafood casserole,"preheat oven to 325 degrees f. saute shallots and curry in butter and blend in the flour. add chicken broth, half and half, salt and pepper, stirring until smooth. simmer to reduce slightly. mix in the seafood. place in buttered casserole dish and bake for 45 minutes.",Indian
12729,indian spice turkey tacos,"at medium heat in fry pan, sauté onion until lightly browned in oil. add garlic, cook another minute. add remaining spices and cook another minute. add broth and stir. add turkey and mix while chopping up. cover, stirring occasionaly until turkey is well-cooked, 20-30 minutes. add cilantro and mix.",Indian
12730,cauliflower with curried tomatoes,"put the whole cauliflower on medium flame in a pan and pour 2 glasses of water on top of it. cover the pan and allow to boil for 15 minutes. uncover the pan. place the cauliflower on a plate. heat oil in a pan. add cumin seeds. allow to splutter. once they stop spluttering, add ginger paste and stir-fry for 2-3 minutes. fold in the mashed tomatoes. stir-fry for 15 minutes on low flame. add cumin powder, a pinch of turmeric powder and salt to taste. cover the pan and cook for 5 minutes. pour tomato paste(puree) over the cauliflower. serve garnished with corriander leaves. enjoy!",Indian
12731,cajun lamb bites,"wasb cut lamb chops in warm water. drain in sieve and let excess water drain. on medium heat, warm a wok (i used non-stick type) and add oil. add 1/2 tspn salt and stir well. lower heat to low-med and add chillies and stir for a minute. add 1 onion(diced) and stir till clear. add crush garlic and ginger and stir for a minute. if too dry, add little water. add cajun &amp; meat spices and stir well for another minute. add lamb chops pcs, and balance of salt. keep heat to low-med. add little water. close wok and cook for 3-4 minutes. open and stir well and ensure that it is not too dry (or add little water). cook for another 10-12 minutes, checking &amp; stirring every 3-4 minutes. check if meat is breaking from bone. if so, then add balanc eof onion and stir well. if they is too much water, then cook with lid open. once done, turn off heat, close lid to simmer for 5 minutes.",Indian
12732,mom's harra mutton(mutton with green masala),"heat oil/ghee in a cooker. fry garlic and ginger in the oil/ghee to a golden brown colour. add onions and fry to a golden brown colour. add turmeric powder, red chilli powder, garam masala powder, salt and cumin seeds (powdered). mix well. add the mutton pieces/mutton chops. fry well. add 3/4 cup of water. cook under pressure for 10 minutes. in the meantime, to the yogurt, add the corriander leaves, mint leaves, methi leaves, spinach and green chillies (green masala mixture). remove pressure from the cooker. add the low-fat yogurt and green masala mixture to the mutton. cook over low heat till the gravy thickens. there is no need to keep on stirring while the dish is cooking. serve hot with rotis (indian flatbreads) on a cold romantic night!",Indian
12733,kulfi,"in a sauce pan boil milk. slowly pour condensed milk and keep string. stir and cook on medium heat until milk thickened. now add sugar, almonds, pistachio, nutmeg powder and cardamom powder. cook again for 15-20 minute again. take it off the heat and put aside for 15 minutes. pour the mixture into the ice cream mold or in a stainless steel bowl to make kulfa ice cream. put ice cream filled molds in the freezer. after 45 minutes open up ice cream molds and stir well so that no icicles remain there. freeze again till hard.",Indian
12734,curry vegetable dip,combine all ingredients in a bowl and mix well. seal and refrigerate for several hours or overnight.,Indian
12735,pork vindaloo,"mix together the flour, cumin, coriander, turmeric, cardamom, cinnamon, salt, pepper and cloves. place the pork in a large bowl and sprinkle with half of the spice mixture, tossing well to coat. in a large heavy saucepan, heat half of the oil over medium-high heat. brown the pork in batches and add more oil if necessary. transfer to a plate. add the remaining oil to the pan and reduce the heat to medium. add the remaining spice mixture, onions, garlic, 2 tablespoons of the vinegar, the ginger, mustard and red pepper flakes. cook, stirring, until the onions are softened, about 6 minutes. pour in the chicken stock and remaining vinegar. bring to a boil, stirring to scrape up any brown bits. return the pork and any accumulated juices to the pan and add the bay leaves. reduce the heat, cover and simmer, stirring occasionally, for 30 minutes. uncover and simmer until the pork is tender and the sauce is thickened, about 15 minutes. discard the bay leaves.",Indian
12736,plaintain halwa,"steam the plantains with the skin on if you have a steam cooker. else microwave whole, skin and all, over a little water for about three to four minutes on high power. this enhances the sweetness of the plantains. make a few slits in the skin of the plantains. you can even cut them in half. allow to cool and skin them. i apologise for leaving this part out to those who may have already tried this! mash the ripe plantains with the milk, the sugar and half the butter. i use a food processor as it blends the bananas well. keep aside. melt the rest of the butter on a low flame (use a non-stick pan). add the cashews and saute till golden. add the mashed ingredients and the raisins. increase the heat and mix in the allspice. continue blending in until the halwa is sticky and leaves the pan. remove from heat. allow to cool and set in a greased pan/plate. cut into little squares. you can serve this warm or cold!",Indian
12737,aloo mutter - indian potatoes with peas,"spray saucepan over medium-high heat. add onion and stir fry for 1-2 minutes till golden brown. stir in tomatoes, salt, ground pepper and turmeric, stir fry for 1-2 minutes till tomatoes are tender. stir in remaining ingredients, except the garam masaala, boil, then reduce to medium-low. cover and simmer 5 minutes. uncover and cook for 5 minutes until sauce is thick. add garam masaala.",Indian
12738,chicken burgers with sour cream sauce,"combine the chicken, breadcrumbs, egg white, lemon rind, garlic, mint, rosemary and tomato paste in a processor and pulse until smooth. wet your palms. shape the mixture into 4 burgers. now make the sour cream sauce. it's simple. all you got to do is mix all the ingredients for it together and that's it- it's ready. spray a little oil in a non-stick pan. cook the burgers until well browned on both sides and cooked through. slice the buns horizontally. layer the lettuce, burger, sour cream sauce, tomato and onion on the bottom half of the bun. place the top half of the bun over it. serve warm.",Indian
12739,kuska biryani - a treat at parties!,"heat oil in a heavy bottomed vessel. then add bay leaves, cardamoms, cloves and the piece of cinnamon. mix well in the oil. add ginger-garlic paste and continue to mix well. allow it to fry till the smell of ginger and garlic leaves the oil. add the slit green chillies and diced tomatoes. mix well. once the tomatoes turn mushy, add salt to taste and chilli powder. then add half the corriander leaves and water to cook the rice. increase heat and add rice only once the water starts boiling. reduce heat now and cook on low flame, adding a little of the corriander leaves each time you stir the rice. once the rice is more than three-fourth cooked, pressure cook the rice till you hear 2 whistles. garnish with the remaining corriander leaves and serve immediately with onion raita.",Indian
12740,kitchiri,"put the lentils in a pan, add the bay leaf and cover with cold water. bring to a boil, skim off any foam, then reduce the heat. cover and simmer for 25-30 minutes, until tender. drain, then discard the leaf. meanwhile, cook the rice with cloves and a pinch of salt. melt the butter in a large frying pan over gentle heat, then add the curry and chili powders and cook for 1 minute stir in the lentils and rice and mix until they are coated in the spiced butter. season and cook for 1-2 minutes until heated through. stir in the parsley and serve topped with eggs.",Indian
12741,rogan josh,"combine, lamb, yogurt, vinegar, half the garlic and half the ginger in a large bowl; mix well. cover, refrigerate 3 hours or overnight. heat ghee in large pan, add whole spices, cook, stirring until fragrant. add onions and remaining garlic and ginger; cook, stirring, until onions are browned lightly. add ground spices, cook stirring until fragrant. add lamb mixture, stir to coat in spice mixture. add stock; simmer, covered, for 1 1/2 hours. remove cover; simmer about 30 minutes or until lamb is tender. just before serving, stir in garam masala and fresh herbs; heat through.",Indian
12742,spiced corn with coconut,"heat butter, add mustard seeds, curry leaves, bay leaves, chillies, ginger and garlic and fry until the seeds begin to sputter. add sweetcorn and salt (and sugar if using) and stir-fry for a couple of minutes on medium-low heat. then add milk and bring to a boil; let simmer approximately 8-10 minutes or until there is no moisture left in the pan. stir in the lemon juice, coconut and freshly chopped cilantro. serve immediately.",Indian
12743,to die for the world's best indian mango curry,"put the mangoes in a skillet alongwith the whole seeds of the mangoes. add the curry leaves, green chillies and water. add salt, turmeric powder and red chilli powder. bring to a boil. cook on high flame for 8-10 minutes. remove from flame and keep aside. heat oil in a non-stick saucepan. add the mustard seeds and allow to crackle. add methi seeds and allow to sizzle. add the cumin seeds and allow to splutter. add few curry leaves and stir-fry for a few seconds. remove from heat. pour into curry. stir well. allow to cool for about 30 minutes on the kitchen counter. then, stir in the beaten yogurt. mix it well and serve with cooked white basmati rice. this is one lunch that you will eat licking your fingers and enjoying every morsel, i promise!",Indian
12744,masala chicken,"heat oil in a large pan and saute garlic, onion, ginger and cumin seeds for about 2 or 3 minutes, taking care that nothing burns. add chicken, mix well and fry for 5-6 minutes. add coriander powder, cumin powder, turmeric and chili powder (if using) and saute for about 3 minutes.  cover and leave for 5 minutes. add in the curry powder and fry for 5 minutes. add water if needed.  this depends on how much gravy you want.  cover and let the chicken cook, stirring occasionally. when done, stir in chopped coriander leaves and serve with rice or naan.",Indian
12745,crunchy indian-style sandwiches,"mix the chicken thoroughly with the mango chutney, curry paste, banana, peanuts, red pepper and spring onions. carefully toast the poppadoms on both sides (not too close to the grill), until golden and crisp. quickly sandwich together in pairs with the prepared chicken mixture and sliced cucumber, and serve immediately.",Indian
12746,curried cauliflower and potatoes (aloo gobi),"combine chilies, ginger, cumin seeds and mustard seeds in a small bowl. heat ghee in a large pot.  when hot, add the spices.  when the mustard seeds start to pop, drop in the potatoes &amp; cauliflower. fry for 4 minutes or so.  add the tomatoes, turmeric, coriander, garam masala, sugar, salt and half the coriander. mix well, cover and gently heat for 15 minutes.  if the vegetables start to stick, add a few drops of water. top with remaining coriander and serve.",Indian
12747,barbecue chicken with marinade,mix ingredients. place chicken in marinade and refrigerate overnight. preheat grill. baste chicken often with marinade. grill until done to your liking.,Indian
12748,aubergine (eggplant) curry  (1),"melt thr ghee in a heavy pan and fry the onions till just golden. add all of the spices and the water, bring to the boil stiring all the time. now add the tomatoes and cook for 5 minutes. add the aubergines and the tomato puree and cook till the aubergine is just tender, do not over cook. serve with any curry and rice.",Indian
12749,crazy spicy chicken,"in a fry pan with 3 tbsp butter, cook chicken until approximately 75% cooked cube chicken breasts into ½ to ¾ inch cubes and set aside. peel mango(s) and chop until you get a cup or slightly more. split open the serrano peppers and remove the seeds and membrane. slice peppers into ¼ inch pieces. chop vidalia onion. in a 4 ½ to 6 quart pan, place the chicken cubes, mangos, serrano peppers and vidalia onion in the pan. after draining excess liquid, add diced tomatoes, white pepper, mustard, salt and curry to the pot and cook for 45 minutes on low-medium heat. cook the basmati rice per instructions. cook asparagus (preferred to be grilled, but steamed is good too).  cover asparagus with the remaining butter. once everything is completed, plate rice then asparagus, and then spicy chicken mixture from the pot on top.  eat and enjoy.",Indian
12750,journal juice for inspiration,mix everything together in a glass. sip away!,Indian
12751,badam doodh,"heat  milk in a thick heavy bottomed pan and bring to a boil. reduce the heat add the chopped almonds and simmer on low heat for 15- 20 minutes add green cardamom powder and nutmeg powder and continue to boil for another 2 minutes. remove from the heat , add honey and stir. serve warm in individual earthenware glasses garnished with silver warq.6.",Indian
12752,pabla indian cuisine mango lassi,"combine all ingredients in the blinder and blend 1 minute. special: with same recipe you can add any flavor like banana, strawberry, etc.",Indian
12753,chicken curry with tomatoes (murgha kari),"use a casserole or large skillet with lid. cook onions and curry powder in butter for 10 to 15 minutes. add tomato sauce and salt. disjoint and skin chicken, and place in sauce. cook, uncovered, over medium heat, turning frequently until sauce becomes quite dry and chicken tests done with fork, about 15 minutes. add hot water, cover pot, and cook over low heat for 5 minutes. makes 4 servings.",Indian
12754,tandoori shrimp,"cook cumin seeds in a small skillet over medium-high heat 3 minutes or until seeds are lightly toasted; remove from heat, and let cool.  peel shrimp, and devein, if desired.  cut a slit almost through back of each shrimp.  place shrimp in a large heavy duty, zip-top plastic bag.  combine cumin seeds, chilies, yogurt, lemon juice, red pepper, salt, pepper, garam masala and garlic; pour over shrimp.  seal bag securely, and shake until shrimp are well coated.  marinate in refrigerator 4 hours, turning bag occasionally. remove shrimp from marinade, discarding marinade.  thread shrimp onto 16 (12-inch) skewers.  grill, covered, over medium-hot coals (350-400 degrees) 2 minutes on each side or until shrimp turn pink.  serve immediately over rice.",Indian
12755,for diabetics - low fat cream cheese,"pour the milk in a thick bottomed pan. as it starts to come to a boil, remove it from heat and keep aside for a few minutes. in another bowl, mix the citric acid crystals with warm water. add this to the hot milk and let it stand for 5 minutes till the milk curdles. if it doesn't on its own, stir gently. strain this mixture using a muslin cloth. leave some of the whey in the curdled mixture. blend the drained milk solids in a food processor till it is thick and creamy. it is not ready to use. note: if the drained whey is milky, boil it once again and strain the separated milk solids. if you do not get citric acid, use 1/2 tablespoons lemon juice instead.",Indian
12756,aubergine (eggplant) and meat curry,"cut the chicken into 1 12 inch pieces.put the onions,garlic,salt, chili powder, ground coriander, and meat in a heavy based pot. cook for 20 to 25 minutes, or until the meat is half cook. add tomatoes and ginger in the meat and cook for 5 minutes, stir all the time to mashed the tomatoes. add oil and cook for 5 to 10 minutes. keep stirring all the time. you may have to add one or two spoons of water to prevent gravy sticking to the bottom of the pot. when oil separates from the gravy, add aubergine( cut into cubes)  and cook for 10 to 15 minutes or until aubergine  is tender. sprinkle lime juice over the curry and stir. sprinkle garam masala and coriander leaves.",Indian
12757,pork and potato curry,"mix the sugar, salt, soy sauce, coriander, cumin, chili powder, turmeric and cornflour paste in a bowl, adding a little water if necessary. add the diced pork, mix thoroughly and refrigerate for about an hour. heat some of the oil in a wok and stir fry the onions and garlic for around 3 minutes. then add the pork together the marinade and stir fry for a further 4 or 5 minutes or until the pork is cooked. remove the pork/onions and keep aside. add a little more oil to the wok and stir fry the diced potatoes until brown on all sides. add around 300 ml of warm water, cover the wok and simmer for about 10 minutes or until the potatoes are cooked through. return the pork and onions to the wok, mix thoroughly and bring to the boil. mix in the garam masala and simmer for 1 minute. serve hot with naan bread or roti and/or rice.",Indian
12758,fresh coconut milk,"pierce 2 of the eyes in the top of each coconut and drain off the coconut water. crack open the nuts; remove and grate the flesh. place the grated coconut in a bowl with 1-cup water. leave to stand for 30 minutes, then gradually blend the mixture in a blender and strain it through a fine sieve to obtain thick coconut milk. add the remaining water to the sieved coconut and allow to stand for another 30 minutes. blend and sieve as before to obtain thin coconut milk. thin coconut milk can be used as the liquid when steaming vegetables. the thick coconut milk is poured over the vegetables the last couple of minutes of cooking time to warm it before the dish is served.",Indian
12759,chili yogurt mushrooms,"melt the ghee in a large skillet or wok, over medium-high heat.  add the onion and saute, stirring frequently for about 5-8 minutes until they are golden. stir in the garlic and saute another 2 minutes. add the chopped tomatoes and their juice and mix.  stir in the turmeric, garam masala and chili powder and continue cooking for an additional 3 minutes. add the mushrooms, sugar, and salt, to taste, and cook for about 8 minutes until they have given off their liquid and are soft and tender. turn off the heat and stir in the yogurt, a little at a time, stirring very well so it doesn't curdle.  taste and adjust the seasoning if needed. sprinkle with cilantro and serve.",Indian
12760,kedgeree,"fry the leek, chili pepper and curry powder in the butter until soft, add the peas, pepper and fry for a few minutes. then add the rice, haddock and the eggs, fry for 5 minutes on a gentle heat until warmed through, be careful when you stir, you don’t want to break up the fish and the eggs too much. if the mixture seems too dry add some poaching liquid or milk. sprinkle the parsley over and serve.",Indian
12761,green chicken,"in a food processor, combine and mince the garlic, chopped ginger, and serrano peppers. heat olive oil on medium high heat in a pan large enough for the chicken thighs. saute the garlic, ginger, and peppers in the pan for about three minutes. in a food processor, finely chop the cilantro and optional mint and add it to the pan. bring to a simmer and then reduce heat and cook down until slightly thick.  remove sauce and set aside. add the chicken and cook on medium-high heat for 10 minutes on each side. spoon the sauce over the chicken, cover the pan, and cook for 20-30 minutes on medium heat. throw on a hot grill for about 10 minutes (flipping the chicken half-way through).",Indian
12762,great appetisers: ketchup flavoured cottage cheese sandwiches,"cut the block of cottage cheese into 3 x 3 cm cubes of 1 cm thickness. spread spoonfuls of ketchup on one side of the cottage cheese square. place another cottage cheese square over it to form a sandwich. likewise, repeat for all the cottage cheese squares. keep aside on a plate. lightly beat the eggs, one at a time, in a bowl. empty the knorr coating mix on a plate. heat oil in a wok. dip each cottage cheese sandwich first in the egg and then in the coating mix. deep fry in hot oil on medium flame until golden brown in colour. drain on clean paper kitchen napkins. serve hot as an appetiser.",Indian
12763,chavrie raita with grilled lamb,dice the apple into ¼ inch pieces mix with the remaining ingredients and chill. serving suggestion:. serve as a dipping sauce for grilled lamb and chicken.,Indian
12764,chicken thighs with lime and curry,"blend flour and pepper, and dredge thighs in mixture. brown chicken in oil. remove chicken to a plate. add onion, garlic, and flour, and saute. add broth, curry, and pepper sauce and stir to blend well. simmer mixture for 2 minutes, then bring to a boil and add chicken, lime zest and lime juice. cook until chicken is cooked through. add cilantro and sour cream just before serving.",Indian
12765,indian mushroom curry,"blend ginger, onion, garlic and 3 tb water in an electric blender until smooth. wipe mushrooms with damp cloth and cut them into halves or quarters, depending on their size. set 3 tb of oil in nonstick frying pan over medium high heat. when oil is hot, add mushrooms. stir and fry for 2-3 min or until mushrooms have lost their raw look. empty the contents of the pan into a bowl. wipe the pan. put remaining 3 tb of oil into the pan and set over high heat. when oil is hot, add paste from blender. stir and fry for 3-4 minutes or until it starts turning brown. add 1 tb yogurt and fry for 30 seconds. repeat with the other 2 tb yogurt. then add tomato paste and fry for 30 seconds. add ground coriander and stir once or twice. add 1.25 c water, mushrooms and their juices, salt, and cayenne pepper. stir and bring to simmer. turn heat to low and simmer for 5 minutes. sprinkle with cilantro and serve.",Indian
12766,indian pudding,"heat oven to 375 degrees. butter shallow 2-quart baking dish. combine milk and cornmeal in large saucepan. bring to boil, whisking; reduce heat and simmer, stirring constantly, 5 minutes. remove from heat and whisk in molasses, flour and seasonings, then yolks. (can be made ahead. cover and let stand at room temperature up to 1 hour.) whisk in baking powder. beat egg whites in large mixer bowl to soft peeks. fold egg whites into cornmeal mixture. pour into prepared dish. bake 35 to 40 minutes, until center is just set. serve warm with vanilla ice cream and maple syrup.",Indian
12767,butter chicken,"in a large pan, heat the butter until it is frothy. add the onions and the cinnamon to the pan and fry lightly. when the onions are soft, stir in the garlic and ginger, then add the turmeric, chilli and coriander, and saute over a medium heat. add the chicken and saute stirring constantly until the chicken meat turns white. add the ground almonds, tomatoes and tomato paste. mix thoroughly, cover and simmer for 20-30 minutes. add the yoghurt and heat through gently before serving.",Indian
12768,indian spiced cauliflower and potatoes,"put oven rack in upper third of oven and place a shallow baking pan on rack. preheat oven to 475°f. toss cauliflower and potatoes together in a bowl with 3 tablespoons oil, cumin seeds, and1/4 teaspoon salt. spread in hot baking pan and roast, stirring occasionally, until cauliflower is tender and browned in spots and potatoes are just tender, about 20 minutes. while vegetables are roasting, cook onion, garlic, jalapeño, and ginger in remaining 2 tablespoons oil in a 12-inch heavy skillet over moderate heat, stirring frequently, until very soft and beginning to turn golden, 8 to 10 minutes. add ground cumin, coriander, turmeric, cayenne, and remaining 1/2 teaspoon salt and cook, stirring constantly, 2 minutes. stir in water, scraping up any brown bits from bottom of skillet. stir in roasted vegetables; cook, covered, stirring occasionally, 5 minutes.",Indian
12769,crock pot chicken vindaloo (ww 5 pts. per serving),"in single layers, place onion, potatoes and chicken in a 5-6 quart slow cooker. sprinkle with salt. combine the broth, curry paste, and curry powder in a medium bowl; pour over the chicken and vegetables. cover and cook until the chicken and potatoes are fork tender, 4-5 hours on high or 8-10 hours on low. about 35 minutes before cooking is done, stir the broccoli, cauliflower, carrots, and coconut milk into the slow cooker. cover and cook on high until vegetables are crisp tender, about 30 minutes.",Indian
12770,aubergine (eggplant) curry (2),"heat the oil in a pan and fry the aubergine strips till light brown in colour and remove from the pan. add the onion, garlic, ginger and green pepper to the pan and fry for 3 minutes stirring all the time. now add the coconut cream, lemon juice, turmeric and mustard powder; stir. add the cooked aubergines, tomatoes, salt, cayenne pepper and the milk, bring to the  boil, reduce heat and cook for 10 minutes.",Indian
12771,for diabetics - lentil and vegetable broth,"to prepare stock, in a pressure cooker put the water and moong dal and pressure cook until the lentils are tender. allow to cool. blend in a liquidiser and keep aside. heat oil in a pan. saute the onion in it for a minute. fold in cabbage and spinach. saute for another minute. add stock and simmer for 10 minutes. fold in the baked beans or tomato ketchup, tomato, salt and pepper. bring to a boil. remove from heat. serve hot with celery garlic toasts. enjoy!",Indian
12772,a spoonful of paradise mango kulfi,"in a non-stick pan, combine all the ingredients together except for the mango pulp and mix well. bring the mixture to a boil. lower flame and allow to simmer for 10 minutes or until it thickens. allow the mixture to cool completely. stir in the mango pulp. pour the mixture into kulfi moulds or in a container. freeze until set. unmould and serve. enjoy this on a hot sunny day and you will feel a world of paradise in your mouth.",Indian
12773,noodle salad,"in a large pot cook spaghetti until just tender. drain and rinse under cold water. transfer to a large bowl. fold in red bell pepper, cucumber, carrots and onions. mix well. in a small bowl, stir together the vinegar, water, soy sauce and sesame oil. pour the wet mixture over the dry noodle one. fluff with a fork or chopsticks and serve. enjoy!",Indian
