,steps_tokens,steps_tokens_bow,cuisine
12616,"['mix', 'both', 'and', 'use', 'as', 'a', 'substitute', 'for', 'one', 'egg', 'in', 'cakes', 'repeat', 'depending', 'on', 'the', 'number', 'of', 'eggs', 'required', 'for', 'the', 'cake', 'enjoy']","['mix', 'use', 'substitute', 'one', 'egg', 'cakes', 'repeat', 'depending', 'number', 'eggs', 'required', 'cake', 'enjoy']",Indian
4412,"['in', 'a', 'covered', 'pasta', 'pot', 'over', 'high', 'heat', 'bring', 'water', 'to', 'a', 'rapid', 'boil', 'meanwhile', 'in', 'a', 'large', 'saute', 'pan', 'heat', 'oil', 'over', 'medium', 'heat', 'add', 'onion', 'celery', 'leek', 'cabbage', 'zucchini', 'tomato', 'and', 'salt/pepper', 'to', 'taste', 'cook', 'stirring', 'for', '2', 'minutes', 'add', 'water', 'and', 'cook', 'until', 'reduced', 'by', 'half', 'add', 'parsley', 'basil', 'sage', 'and', 'oregano', 'stir', 'well', 'remove', 'from', 'heat', 'and', 'set', 'aside', 'while', 'sauce', 'is', 'cooking', 'add', 'salt', 'and', 'penne', 'to', 'boiling', 'water', 'and', 'cook', 'uncovered', 'over', 'high', 'heat', 'until', 'pasta', 'is', 'al', 'dente', 'scoop', 'out', 'about', '1', 'cup', 'of', 'the', 'pasta', 'water', 'and', 'set', 'aside', 'drain', 'pasta', 'return', 'vegetable', 'mixture', 'to', 'high', 'heat', 'add', '2', 't', 'of', 'the', 'reserved', 'pasta', 'water', 'and', 'the', 'penne', 'using', 'a', 'wooden', 'spoon', 'toss', 'to', 'coat', 'evenly', 'adding', 'more', 'pasta', 'water', 'if', 'necessary', 'add', 'half', 'of', 'the', 'pecorino', 'romano', 'and', 'toss', 'well', 'transfer', 'to', 'a', 'large', 'serving', 'bowl', 'and', 'sprinkle', 'with', 'remaining', 'cheese', 'serve', 'immediately']","['covered', 'pasta', 'pot', 'high', 'heat', 'bring', 'water', 'rapid', 'boil', 'meanwhile', 'large', 'saute', 'pan', 'heat', 'oil', 'medium', 'heat', 'add', 'onion', 'celery', 'leek', 'cabbage', 'zucchini', 'tomato', 'salt/pepper', 'taste', 'cook', 'stirring', 'add', 'water', 'cook', 'reduced', 'half', 'add', 'parsley', 'basil', 'sage', 'oregano', 'stir', 'well', 'remove', 'heat', 'set', 'aside', 'sauce', 'cooking', 'add', 'salt', 'penne', 'boiling', 'water', 'cook', 'uncovered', 'high', 'heat', 'pasta', 'al', 'dente', 'scoop', 'pasta', 'water', 'set', 'aside', 'drain', 'pasta', 'return', 'vegetable', 'mixture', 'high', 'heat', 'add', 'reserved', 'pasta', 'water', 'penne', 'using', 'wooden', 'spoon', 'toss', 'coat', 'evenly', 'adding', 'pasta', 'water', 'necessary', 'add', 'half', 'pecorino', 'romano', 'toss', 'well', 'transfer', 'large', 'serving', 'bowl', 'sprinkle', 'remaining', 'cheese', 'serve', 'immediately']",Italian
4885,"['in', 'a', 'large', 'bowl', 'lightly', 'mix', 'together', 'the', 'ground', 'meat', 'oat', 'bran', 'lemon', 'rind', 'eggs', 'cheese', 'parsley', 'onion', 'garlic', 'salt', 'pepper', 'allspice', 'oregano', 'and', 'basil', 'refrigerate', 'several', 'hours', 'or', 'overnight', 'heat', 'oven', 'to', '375.', 'form', 'mixture', 'into', '1', '1/4', '”', 'meatballs', 'place', 'meatballs', 'on', 'baking', 'sheet', 'and', 'cook', 'for', '15', 'minutes', 'add', 'to', 'tomato', 'sauce', 'and', 'simmer', 'partially', 'covered', '45', 'minutes', 'cook', 'pasta', 'al', 'dente', 'drain', 'and', 'toss', 'with', 'sauce', 'pile', 'pasta', 'on', 'a', 'platter', 'and', 'top', 'with', 'extra', 'sauce', 'and', 'meatballs']","['large', 'bowl', 'lightly', 'mix', 'together', 'ground', 'meat', 'oat', 'bran', 'lemon', 'rind', 'eggs', 'cheese', 'parsley', 'onion', 'garlic', 'salt', 'pepper', 'allspice', 'oregano', 'basil', 'refrigerate', 'several', 'overnight', 'heat', 'oven', 'form', 'mixture', '”', 'meatballs', 'place', 'meatballs', 'baking', 'sheet', 'cook', 'add', 'tomato', 'sauce', 'simmer', 'partially', 'covered', 'cook', 'pasta', 'al', 'dente', 'drain', 'toss', 'sauce', 'pile', 'pasta', 'platter', 'top', 'extra', 'sauce', 'meatballs']",Italian
10936,"['combine', 'the', 'bread', 'cubes', 'and', 'raisins', 'in', 'a', 'separate', 'bowl', 'combine', 'the', 'remaining', 'ingredients', 'and', 'pour', 'over', 'the', 'bread', 'cubes', 'stir', 'gently', 'to', 'mix', 'and', 'let', 'the', 'mixture', 'sit', 'for', '10', 'minutes', 'coat', 'a', '1', '1/2', 'quart', 'casserole', 'dish', 'with', 'nonstick', 'cooking', 'spray', 'spread', 'the', 'bread', 'mixture', 'evenly', 'in', 'the', 'dish', 'and', 'bake', 'at', '350', 'degrees', 'for', '50', 'to', '60', 'minutes', 'or', 'until', 'a', 'sharp', 'knife', 'inserted', 'in', 'the', 'center', 'comes', 'out', 'clean', 'let', 'stand', 'for', '10', 'minutes', 'serve', 'warm', 'and', 'refrigerate', 'any', 'leftovers']","['combine', 'bread', 'cubes', 'raisins', 'separate', 'bowl', 'combine', 'remaining', 'ingredients', 'pour', 'bread', 'cubes', 'stir', 'gently', 'mix', 'let', 'mixture', 'sit', 'coat', 'casserole', 'dish', 'nonstick', 'cooking', 'spray', 'spread', 'bread', 'mixture', 'evenly', 'dish', 'bake', 'sharp', 'knife', 'inserted', 'center', 'comes', 'clean', 'let', 'stand', 'serve', 'warm', 'refrigerate', 'leftovers']",Indian
11700,"['place', 'all', 'the', 'spices', 'except', 'the', 'turmeric', 'nutmeg', 'and', 'red', 'pepper', 'flakes', 'on', 'a', 'baking', 'sheet', 'bake', 'at', '275', 'for', '10', 'minutes', 'or', 'until', 'all', 'smell', 'fragrant', 'place', 'in', 'a', 'food', 'processor', 'and', 'grind', 'as', 'fine', 'as', 'you', 'can', 'you', 'may', 'have', 'to', 'break', 'up', 'the', 'cinnamon', 'stick', 'pieces', 'by', 'hand', 'then', 'add', 'all', 'the', 'ingredients', 'to', 'a', 'food', 'blender', 'and', 'grind', 'away', 'moving', 'the', 'spices', 'from', 'a', 'food', 'processor', 'to', 'a', 'blender', 'will', 'allow', 'you', 'to', 'get', 'a', 'finer', 'grind', 'store', 'in', 'a', 'sealed', 'glass', 'jar']","['place', 'spices', 'except', 'turmeric', 'nutmeg', 'red', 'pepper', 'flakes', 'baking', 'sheet', 'bake', 'smell', 'fragrant', 'place', 'food', 'processor', 'grind', 'fine', 'may', 'break', 'cinnamon', 'stick', 'pieces', 'hand', 'add', 'ingredients', 'food', 'blender', 'grind', 'away', 'moving', 'spices', 'food', 'processor', 'blender', 'allow', 'get', 'finer', 'grind', 'store', 'sealed', 'glass', 'jar']",Indian
3454,"['preheat', 'oven', 'to', '400', 'in', 'a', 'mixing', 'bowl', 'stir', 'all', 'ingredients', 'together', 'until', 'well', 'blended', 'place', 'in', 'a', 'greased', 'baking', 'dish', 'and', 'top', 'with', 'buttered', 'italian', 'style', 'bread', 'crumbs', 'and', '3', 'green', 'pepper', 'rings', 'bake', 'for', '25', '30', 'minutes', 'for', 'buttered', 'bread', 'crumbs', 'add', 'a', 'little', 'melted', 'butter', 'to', 'fine', 'dry', 'bread', 'crumbs', 'until', 'moist', 'but', 'not', 'soggy']","['preheat', 'oven', 'mixing', 'bowl', 'stir', 'ingredients', 'together', 'well', 'blended', 'place', 'greased', 'baking', 'dish', 'top', 'buttered', 'italian', 'style', 'bread', 'crumbs', 'green', 'pepper', 'rings', 'bake', 'buttered', 'bread', 'crumbs', 'add', 'little', 'melted', 'butter', 'fine', 'dry', 'bread', 'crumbs', 'moist', 'soggy']",Italian
616,"['take', 'cheeses', 'out', 'of', 'refrigerator', 'to', 'bring', 'to', 'room', 'temperature', 'roast', 'bell', 'peppers', 'place', 'pepper', 'on', 'a', 'foil', 'lined', 'broiler', 'pan', 'broil', 'turning', 'as', 'sides', 'begin', 'to', 'char', 'wrap', 'tightly', 'in', 'the', 'foil', 'and', 'let', 'cool', 'this', 'will', 'steam', 'them', 'so', 'the', 'skin', 'removes', 'easily', 'when', 'cool', 'remove', 'stems', 'skins', 'and', 'seeds', 'dice', 'peppers', 'and', 'add', 'vinegar', 'oil', 'herbs', 'capers', 'and', 'garlic', 'add', 'salt', 'and', 'pepper', 'allow', 'to', 'marinate', 'for', '30', 'minutes', 'toast', 'pine', 'nuts', 'in', 'a', 'dry', 'pan', 'shaking', 'until', 'they', 'take', 'on', 'a', 'little', 'color', 'this', 'can', 'take', 'as', 'little', 'as', 'a', 'minute', 'or', 'two', 'so', 'do', ""n't"", 'walk', 'away', 'from', 'pan', 'blend', 'cream', 'cheese', 'feta', 'and', 'goat', 'cheese', 'in', 'a', 'small', 'bowl', 'until', 'smooth', 'shape', 'into', 'a', 'mound', 'on', 'the', 'serving', 'platter', 'and', 'slightly', 'flatten', 'the', 'top', 'pour', 'marinated', 'peppers', 'over', 'the', 'cheese', 'then', 'garnish', 'with', 'toasted', 'pine', 'nuts', 'and', 'basil', 'surround', 'with', 'crostini']","['take', 'cheeses', 'refrigerator', 'bring', 'room', 'temperature', 'roast', 'bell', 'peppers', 'place', 'pepper', 'foil', 'lined', 'broiler', 'pan', 'broil', 'turning', 'sides', 'begin', 'char', 'wrap', 'tightly', 'foil', 'let', 'cool', 'steam', 'skin', 'removes', 'easily', 'cool', 'remove', 'stems', 'skins', 'seeds', 'dice', 'peppers', 'add', 'vinegar', 'oil', 'herbs', 'capers', 'garlic', 'add', 'salt', 'pepper', 'allow', 'marinate', 'toast', 'pine', 'nuts', 'dry', 'pan', 'shaking', 'take', 'little', 'color', 'take', 'little', 'two', 'walk', 'away', 'pan', 'blend', 'cream', 'cheese', 'feta', 'goat', 'cheese', 'small', 'bowl', 'smooth', 'shape', 'mound', 'serving', 'platter', 'slightly', 'flatten', 'top', 'pour', 'marinated', 'peppers', 'cheese', 'garnish', 'toasted', 'pine', 'nuts', 'basil', 'surround', 'crostini']",Italian
2659,"['melt', 'butter', 'add', 'shallots', 'and', 'sauté', 'until', 'translucent', 'about', '2', 'min.', 'add', 'broth', 'simmer', 'over', 'medium-hi', 'heat', 'until', 'reduced', 'to', '1/4', 'cup', 'about', '2', 'minutes', 'add', 'cream', 'lemon', 'peel', 'orange', 'peel', 'and', 'cayenne', 'simmer', 'until', 'sauce', 'thickens', 'slightly', 'about', '3', 'minutes', 'add', 'peas', 'simmer', 'until', 'heated', 'through', 'about', '2', 'minutes', 'stir', 'in', 'mint', 'and', 'lemon', 'juice', 'meanwhile', 'cook', 'pasta', 'cut', 'up', 'prosciutto', 'into', 'bite-size', 'pieces', 'approx', '1-2', 'square', 'inches', 'and', 'add', 'at', 'end', 'to', 'mixture', 'mix', 'cream', 'sauce', 'with', 'pasta', 'sprinkle', 'fresh', 'parmesan', 'on', 'top']","['melt', 'butter', 'add', 'shallots', 'sauté', 'translucent', 'min.', 'add', 'broth', 'simmer', 'medium', 'hi', 'heat', 'reduced', 'add', 'cream', 'lemon', 'peel', 'orange', 'peel', 'cayenne', 'simmer', 'sauce', 'thickens', 'slightly', 'add', 'peas', 'simmer', 'heated', 'stir', 'mint', 'lemon', 'juice', 'meanwhile', 'cook', 'pasta', 'cut', 'prosciutto', 'bite', 'size', 'pieces', 'approx', 'square', 'add', 'end', 'mixture', 'mix', 'cream', 'sauce', 'pasta', 'sprinkle', 'fresh', 'parmesan', 'top']",Italian
12195,"['stir', 'chickpea', 'flour', 'and', 'turmeric', 'into', 'yoghurt', 'set', 'aside', 'heat', 'ghee', 'add', 'chillies', 'ginger', 'cinnamon', 'cumin', 'curry', 'leaf', 'peanuts', 'and', 'mustard', 'stir', 'briefly', 'add', 'asafetida', 'stirrring', 'briefly', 'again', 'lower', 'heat', 'and', 'add', 'yoghurt', 'mixture', 'and', 'salt', 'cook', 'partially', 'covered', 'on', 'a', 'medium', 'heat', 'for', '15', '20', 'minutes', 'till', 'soup', 'has', 'thickened', 'garnish', 'with', 'chopped', 'cilantro', 'and', 'serve', 'with', 'basmati', 'rice']","['stir', 'chickpea', 'flour', 'turmeric', 'yoghurt', 'set', 'aside', 'heat', 'ghee', 'add', 'chillies', 'ginger', 'cinnamon', 'cumin', 'curry', 'leaf', 'peanuts', 'mustard', 'stir', 'briefly', 'add', 'asafetida', 'stirrring', 'briefly', 'lower', 'heat', 'add', 'yoghurt', 'mixture', 'salt', 'cook', 'partially', 'covered', 'medium', 'heat', 'till', 'soup', 'thickened', 'garnish', 'chopped', 'cilantro', 'serve', 'basmati', 'rice']",Indian
8898,"['heat', 'oil', 'in', 'a', 'large', 'skillet', 'over', 'high', 'heat', 'add', 'onions', 'and', 'fry', 'until', 'golden', 'add', 'sugar', 'spices', 'garlic', 'and', 'ginger', 'to', 'skillet', 'stir', 'to', 'combine', 'and', 'cook', '5', 'minutes', 'add', 'tomatoes', 'and', 'vegetable', 'stock', 'simmer', '15', 'minutes', 'or', 'until', 'slightly', 'thickened', 'add', 'chickpeas', 'simmer', 'another', '15', 'minutes', 'season', 'with', 'salt', 'pepper', 'and', 'chopped', 'coriander', 'serve', 'hot', 'with', 'rice', 'naan', 'bread', 'and', 'mango', 'chutney']","['heat', 'oil', 'large', 'skillet', 'high', 'heat', 'add', 'onions', 'fry', 'golden', 'add', 'sugar', 'spices', 'garlic', 'ginger', 'skillet', 'stir', 'combine', 'cook', 'add', 'tomatoes', 'vegetable', 'stock', 'simmer', 'slightly', 'thickened', 'add', 'chickpeas', 'simmer', 'another', 'season', 'salt', 'pepper', 'chopped', 'coriander', 'serve', 'hot', 'rice', 'naan', 'bread', 'mango', 'chutney']",Indian
9077,"['wash', 'and', 'chop', 'the', 'chicken', 'into', 'bite', 'size', 'pieces', 'mix', 'juice', 'from', 'one', 'lemon', '1/2', 'tsp', 'salt', 'and', '1/2', 'tsp', 'paprika', 'marinate', 'chicken', 'in', 'this', 'mixture', 'for', 'about', '2', 'hours', 'to', 'prepare', 'the', 'sauce', 'chop', 'the', 'onion', 'heat', 'two', 'tblspn', 'vegetable', 'oil', 'on', 'medium', 'heat', 'add', 'onion', 'chopped', 'garlic', 'and', 'ginger', 'cook', 'till', 'they', 'are', 'softened', 'abt', '5', 'min.', 'add', 'chopped', 'tomatoes', 'and', 'cook', 'till', 'everything', 'is', 'mushy', 'take', 'away', 'the', 'mixture', 'from', 'heat', 'and', 'let', 'it', 'cool', 'down', 'a', 'bit', 'put', 'the', 'mixture', 'into', 'the', 'blender', 'with', '1/4', 'cup', 'of', 'milk', 'and', 'cashewnuts', 'and', 'blend', 'everything', 'till', 'smooth', 'put', 'the', 'mixture', 'again', 'on', 'low', 'heat', 'and', 'add', 'all', 'the', 'dry', 'spices', 'including', 'salt', 'and', 'pepper', 'add', 'rest', 'of', 'the', 'milk', 'cream', 'and', 'sugar', 'in', 'another', 'frying', 'pan', 'heat', '2', 'tblsp', 'of', 'butter', 'and', 'fry', 'chicken', 'till', 'brown', 'on', 'all', 'sides', 'add', 'the', 'chicken', 'to', 'the', 'simmering', 'sauce', 'and', 'let', 'it', 'simmer', 'for', '5', 'more', 'minutes', 'serve', 'the', 'chicken', 'over', 'the', 'bed', 'of', 'steamed', 'basmati', 'rice', 'or', 'flat', 'indian', 'bread', 'garnish', 'the', 'chicken', 'tikka', 'masala', 'with', 'fresh', 'coriander', 'if', 'wished']","['wash', 'chop', 'chicken', 'bite', 'size', 'pieces', 'mix', 'juice', 'one', 'lemon', 'salt', 'paprika', 'marinate', 'chicken', 'mixture', 'prepare', 'sauce', 'chop', 'onion', 'heat', 'two', 'tblspn', 'vegetable', 'oil', 'medium', 'heat', 'add', 'onion', 'chopped', 'garlic', 'ginger', 'cook', 'till', 'softened', 'abt', 'min.', 'add', 'chopped', 'tomatoes', 'cook', 'till', 'everything', 'mushy', 'take', 'away', 'mixture', 'heat', 'let', 'cool', 'bit', 'put', 'mixture', 'blender', 'milk', 'cashewnuts', 'blend', 'everything', 'till', 'smooth', 'put', 'mixture', 'low', 'heat', 'add', 'dry', 'spices', 'including', 'salt', 'pepper', 'add', 'rest', 'milk', 'cream', 'sugar', 'another', 'frying', 'pan', 'heat', 'tblsp', 'butter', 'fry', 'chicken', 'till', 'brown', 'sides', 'add', 'chicken', 'simmering', 'sauce', 'let', 'simmer', 'serve', 'chicken', 'bed', 'steamed', 'basmati', 'rice', 'flat', 'indian', 'bread', 'garnish', 'chicken', 'tikka', 'masala', 'fresh', 'coriander', 'wished']",Indian
1435,"['in', 'a', 'large', 'pot', 'heat', 'oil', 'over', 'medium', 'heat', 'until', 'hot', 'add', 'onion', 'and', 'italian', 'seasoning', 'cook', '3', 'minutes', 'or', 'until', 'onion', 'is', 'slightly', 'tender', 'add', 'garlic', 'cook', 'for', '30', 'seconds', 'stir', 'in', 'broth', 'beans', 'squash', 'pepper', 'and', 'salt', 'bring', 'to', 'a', 'boil', 'then', 'reduce', 'heat', 'to', 'low', 'and', 'simmer', 'for', '10', 'minutes', 'stirring', 'occasionally', 'stir', 'in', 'spinach', 'cook', '8', 'to', '10', 'minutes', 'or', 'until', 'squash', 'and', 'greens', 'are', 'tender']","['large', 'pot', 'heat', 'oil', 'medium', 'heat', 'hot', 'add', 'onion', 'italian', 'seasoning', 'cook', 'onion', 'slightly', 'tender', 'add', 'garlic', 'cook', 'seconds', 'stir', 'broth', 'beans', 'squash', 'pepper', 'salt', 'bring', 'boil', 'reduce', 'heat', 'low', 'simmer', 'stirring', 'occasionally', 'stir', 'spinach', 'cook', 'squash', 'greens', 'tender']",Italian
1688,"['heat', 'oven', 'to', '350°f', 'in', 'medium', 'saucepan', 'bring', 'the', 'water', 'and', '1', 'teaspoon', 'salt', 'to', 'a', 'boil', 'add', 'the', 'cornmeal', 'in', 'a', 'slow', 'stream', 'whisking', 'whisk', 'in', 'tablespoon', 'of', 'the', 'butter', '1/4', 'teaspoon', 'of', 'the', 'sage', 'reduce', 'the', 'heat', 'and', 'simmer', 'stirring', 'frequently', 'with', 'a', 'wooden', 'spoon', 'until', 'vey', 'thick', 'about', '20', 'minutes', 'stir', 'in', '3', 'tablespoons', 'of', 'the', 'parmesan', 'meanwhile', 'butter', 'an', '8', ""''"", 'x12', ""''"", 'baking', 'dish', 'in', 'a', 'large', 'frying', 'pan', 'melt', '1', 'tablespoon', 'of', 'the', 'butter', 'and', '1', 'tablespoon', 'of', 'the', 'oil', 'over', 'moderately', 'high', 'heat', 'add', 'half', 'the', 'mushrooms', '1/2', 'of', 'garlic', '1/4', 'tsp', 'each', 'of', 'the', 'salt', 'and', 'sage', 'and', '1/4', 'tsp', 'of', 'the', 'pepper', 'cook', 'stirring', 'frequently', 'until', 'the', 'mushrooms', 'are', 'golden', 'about', '5', 'minutes', 'remove', 'repeat', 'with', 'remaining', 'mushrooms', 'salt', 'garlic', 'salt', 'sage', 'and', 'pepper', 'pour', 'half', 'the', 'polenta', 'into', 'the', 'baking', 'dish', 'and', 'spread', 'in', 'an', 'even', 'layer', 'top', 'with', 'half', 'the', 'mushrooms', 'followed', 'by', 'half', 'of', 'the', 'fontina', 'and', '2', 'tablespoons', 'of', 'the', 'parmesan', 'repeat', 'with', 'remaining', 'polenta', 'mushrooms', 'fontina', 'and', 'parmesan', 'bake', 'until', 'cheese', 'is', 'bubbling', 'about', '15', 'minutes', 'sprinkle', 'with', 'fresh', 'chopped', 'parsley']","['heat', 'oven', '350°f', 'medium', 'saucepan', 'bring', 'water', 'salt', 'boil', 'add', 'cornmeal', 'slow', 'stream', 'whisking', 'whisk', 'butter', 'sage', 'reduce', 'heat', 'simmer', 'stirring', 'frequently', 'wooden', 'spoon', 'vey', 'thick', 'stir', 'parmesan', 'meanwhile', 'butter', ""''"", 'x12', ""''"", 'baking', 'dish', 'large', 'frying', 'pan', 'melt', 'butter', 'oil', 'moderately', 'high', 'heat', 'add', 'half', 'mushrooms', 'garlic', 'salt', 'sage', 'pepper', 'cook', 'stirring', 'frequently', 'mushrooms', 'golden', 'remove', 'repeat', 'remaining', 'mushrooms', 'salt', 'garlic', 'salt', 'sage', 'pepper', 'pour', 'half', 'polenta', 'baking', 'dish', 'spread', 'even', 'layer', 'top', 'half', 'mushrooms', 'followed', 'half', 'fontina', 'parmesan', 'repeat', 'remaining', 'polenta', 'mushrooms', 'fontina', 'parmesan', 'bake', 'cheese', 'bubbling', 'sprinkle', 'fresh', 'chopped', 'parsley']",Italian
11225,"['heat', 'oil', 'it', 'should', 'be', 'a', 'little', 'bit', 'more', 'than', 'what', 'you', 'would', 'normally', 'use', 'fry', 'onions', 'when', 'slightly', 'brown', 'add', 'curry', 'leaves', 'add', 'ginger-garlic', 'paste', 'fry', 'until', 'you', 'see', 'the', 'oil', 'coming', 'to', 'the', 'top', 'add', 'spices', 'coconut', 'powder', 'and', 'salt', 'and', 'keep', 'frying', 'adding', 'a', 'little', 'water', 'then', 'add', 'tomatoes', 'and', 'green', 'coriander', 'when', 'the', 'tomatoes', 'are', 'cooked', 'add', 'your', 'beef', 'or', 'mutton', 'when', 'the', 'meat', 'is', 'tender', 'add', 'the', 'tamarind', 'juice', 'and', 'okra', 'and', 'cook', 'until', 'the', 'okra', 'is', 'done']","['heat', 'oil', 'little', 'bit', 'would', 'normally', 'use', 'fry', 'onions', 'slightly', 'brown', 'add', 'curry', 'leaves', 'add', 'ginger', 'garlic', 'paste', 'fry', 'see', 'oil', 'coming', 'top', 'add', 'spices', 'coconut', 'powder', 'salt', 'keep', 'frying', 'adding', 'little', 'water', 'add', 'tomatoes', 'green', 'coriander', 'tomatoes', 'cooked', 'add', 'beef', 'mutton', 'meat', 'tender', 'add', 'tamarind', 'juice', 'okra', 'cook', 'okra', 'done']",Indian
11257,"['place', 'the', 'oil', 'fenugreek', 'seeds', 'and', 'asafetida', 'in', 'a', 'nonstick', 'skillet', 'over', 'medium', 'heat', 'and', 'cook', 'for', '10', 'seconds', 'add', 'the', 'garlic', 'ginger', 'and', 'green', 'chili', 'and', 'cook', 'for', '2', 'minutes', 'stirring', 'occasionally', 'increase', 'the', 'heat', 'to', 'medium-high', 'add', 'the', 'onion', 'and', 'saute', 'for', '4', 'minutes', 'until', 'caramelized', 'add', 'the', 'whole', 'cumin', 'seeds', 'ground', 'cumin', 'coriander', 'turmeric', 'cardamom', 'paprika', 'and', 'salt', 'and', 'cook', 'for', '10', 'seconds', 'add', 'the', 'chicken', 'and', 'cook', 'until', 'almost', 'done', 'about', '8', 'minutes', 'stir', 'in', 'the', 'yogurt', 'and', 'cook', 'until', 'chicken', 'is', 'fully', 'done', 'another', '2', 'minutes', 'add', 'papaya', 'or', 'mango', 'chunks', 'and', 'remove', 'from', 'heat', 'serve', 'over', 'rice', 'or', 'with', 'naan']","['place', 'oil', 'fenugreek', 'seeds', 'asafetida', 'nonstick', 'skillet', 'medium', 'heat', 'cook', 'seconds', 'add', 'garlic', 'ginger', 'green', 'chili', 'cook', 'stirring', 'occasionally', 'increase', 'heat', 'medium', 'high', 'add', 'onion', 'saute', 'caramelized', 'add', 'whole', 'cumin', 'seeds', 'ground', 'cumin', 'coriander', 'turmeric', 'cardamom', 'paprika', 'salt', 'cook', 'seconds', 'add', 'chicken', 'cook', 'almost', 'done', 'stir', 'yogurt', 'cook', 'chicken', 'fully', 'done', 'another', 'add', 'papaya', 'mango', 'chunks', 'remove', 'heat', 'serve', 'rice', 'naan']",Indian
9503,"['blend', 'yogurt', 'water', 'ginger', 'salted', 'pistachios', 'pepper', 'and', 'ice', 'cubes', 'until', 'smooth', 'divide', 'among', 'glasses', 'garnish', 'with', 'finely', 'chopped', 'pistachios']","['blend', 'yogurt', 'water', 'ginger', 'salted', 'pistachios', 'pepper', 'ice', 'cubes', 'smooth', 'divide', 'among', 'glasses', 'garnish', 'finely', 'chopped', 'pistachios']",Indian
3638,"['in', 'a', 'large', 'bowl', 'beat', 'the', 'butter', 'with', 'the', 'sugar', 'until', 'fluffy', 'beat', 'in', 'the', 'eggs', 'one', 'at', 'a', 'time', 'then', 'beat', 'in', 'the', 'vanilla', 'in', 'a', 'separate', 'bowl', 'sift', 'together', 'the', 'flour', 'cocoa', 'powder', 'baking', 'powder', 'and', 'salt', 'add', 'to', 'the', 'butter', 'mixture', 'all', 'at', 'once', 'stirring', 'to', 'mix', 'stir', 'in', 'the', 'hazelnuts', 'and', 'chocolate', 'divide', 'into', 'quarters', 'with', 'floured', 'hands', 'shape', 'each', 'into', 'a', '15', ""''"", 'log', 'place', 'at', 'least', '4', ""''"", 'apart', 'on', 'parchment', 'paper-lined', 'baking', 'sheets', 'flatten', 'until', '1-1/2', ""''"", 'wide', 'leaving', 'the', 'tops', 'slightly', 'rounded', 'bake', 'in', 'a', '325', 'degree', 'f', 'oven', 'until', 'firm', 'and', 'the', 'tops', 'are', 'dry', 'about', '30', 'minutes', 'let', 'cool', 'on', 'a', 'rack', 'for', '10', 'minutes', 'transfer', 'to', 'a', 'cutting', 'board', 'with', 'a', 'serrated', 'knife', 'cut', 'into', '1/2', ""''"", 'thick', 'slices', 'stand', 'the', 'slices', 'upright', 'on', 'the', 'baking', 'sheets', 'and', 'bake', 'until', 'dry', 'and', 'crisp', 'and', 'the', 'nuts', 'just', 'start', 'to', 'colour', 'about', '30', 'minutes', 'let', 'cool', 'on', 'racks']","['large', 'bowl', 'beat', 'butter', 'sugar', 'fluffy', 'beat', 'eggs', 'one', 'time', 'beat', 'vanilla', 'separate', 'bowl', 'sift', 'together', 'flour', 'cocoa', 'powder', 'baking', 'powder', 'salt', 'add', 'butter', 'mixture', 'stirring', 'mix', 'stir', 'hazelnuts', 'chocolate', 'divide', 'quarters', 'floured', 'hands', 'shape', ""''"", 'log', 'place', 'least', ""''"", 'apart', 'parchment', 'paper', 'lined', 'baking', 'sheets', 'flatten', ""''"", 'wide', 'leaving', 'tops', 'slightly', 'rounded', 'bake', 'f', 'oven', 'firm', 'tops', 'dry', 'let', 'cool', 'rack', 'transfer', 'cutting', 'board', 'serrated', 'knife', 'cut', ""''"", 'thick', 'slices', 'stand', 'slices', 'upright', 'baking', 'sheets', 'bake', 'dry', 'crisp', 'nuts', 'start', 'colour', 'let', 'cool', 'racks']",Italian
252,"['blanch', 'green', 'beans', 'in', 'hot', 'water', 'drain', 'add', 'green', 'beans', 'to', 'a', 'warmed', 'saute', 'pan', 'which', 'has', 'enough', 'truffle', 'oil', 'and', 'butter', 'melted', 'to', 'coat', 'saute', 'green', 'beans', 'coating', 'them', 'with', 'the', 'oil', 'and', 'butter', 'add', 'freshly', 'ground', 'pepper', 'and', 'salt', 'and', 'lightly', 'toss', 'beans', 'while', 'sauteeing', 'plate', 'the', 'green', 'beans', 'and', 'shave', 'truffles', 'over', 'just', 'before', 'serving']","['blanch', 'green', 'beans', 'hot', 'water', 'drain', 'add', 'green', 'beans', 'warmed', 'saute', 'pan', 'enough', 'truffle', 'oil', 'butter', 'melted', 'coat', 'saute', 'green', 'beans', 'coating', 'oil', 'butter', 'add', 'freshly', 'ground', 'pepper', 'salt', 'lightly', 'toss', 'beans', 'sauteeing', 'plate', 'green', 'beans', 'shave', 'truffles', 'serving']",Italian
